job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB09570,Power BI Developer,Persistent Systems,"Pune, Maharashtra","We are looking for a Power BI Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Excel, Power BI, SQL. Candidates should have Fresher of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Bachelor's Degree,Not Disclosed,Internship
JOB09571,Product Analyst,Amazon,"Pune, Maharashtra","We are looking for a Product Analyst to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include SQL, A/B Testing, Excel. Candidates should have 1-3 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Sc,₹10-16 LPA,Internship
JOB09572,Data Engineer,Google,"Pune, Maharashtra","We are looking for a Data Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Python, SQL, ETL, AWS. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹8-12 LPA,Part-time
JOB09573,Cloud Engineer,Deloitte,"Ahmedabad, Gujarat","We are looking for a Cloud Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Cloud Computing, Azure, AWS, Docker, Linux. Candidates should have 1-3 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Tech,₹4-7 LPA,Part-time
JOB09574,Java Developer,Capgemini,"Delhi, India","We are looking for a Java Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Git, SQL, Spring Boot, Java. Candidates should have Fresher of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,BCA,₹10-16 LPA,Remote
JOB09575,Backend Developer,Adobe,"Gurugram, Haryana","We are looking for a Backend Developer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Java, REST API, Python. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹10-16 LPA,Part-time
JOB09576,Web Developer,Google,Remote,"We are looking for a Web Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include HTML, React, Git, CSS. Candidates should have 8-12 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,B.Tech,₹10-16 LPA,Part-time
JOB09577,Database Administrator,IBM,"Bengaluru, Karnataka","We are looking for a Database Administrator to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Linux, Database, MySQL, SQL. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹3-5 LPA,Contract
JOB09578,Java Developer,Persistent Systems,Remote,"We are looking for a Java Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Spring Boot, Java, REST API, SQL. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,Not Disclosed,Full-time
JOB09579,Business Analyst,HCLTech,"Hyderabad, Telangana","We are looking for a Business Analyst to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include SQL, Data Analysis, Excel. Candidates should have 8-12 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Tech,₹4-7 LPA,Contract
JOB09580,Java Developer,Microsoft,Remote,"We are looking for a Java Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Git, REST API, Spring Boot. Candidates should have 2-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MBA,₹4-7 LPA,Contract
JOB09581,Cybersecurity Analyst,IBM,Remote,"We are looking for a Cybersecurity Analyst to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Cybersecurity, SIEM, Networking, Linux. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,Not Disclosed,Internship
JOB09582,DevOps Engineer,Zoho,"Jaipur, Rajasthan","We are looking for a DevOps Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Linux, AWS, Jenkins, Kubernetes. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹8-12 LPA,Part-time
JOB09583,Product Analyst,Tech Mahindra,"Kolkata, West Bengal","We are looking for a Product Analyst to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include A/B Testing, SQL, Analytics, Excel. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹10-16 LPA,Part-time
JOB09584,Java Developer,Adobe,"Chennai, Tamil Nadu","We are looking for a Java Developer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Java, REST API, SQL, Spring Boot, Git. Candidates should have 0-2 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Bachelor's Degree,₹8-12 LPA,Remote
